feature_names	SUPER_PATHWAY	SUB_PATHWAY	COMP_ID	PLATFORM	KEGG	HMDB
compid_601	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	601	LC/MS Neg	NA	HMDB601
compid_602	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	602	LC/MS Pos Early	NA	HMDB602
compid_603	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	603	LC/MS Pos Early	C05319	HMDB603
compid_604	Amino Acid	Glycine, Serine and Threonine Metabolism	604	LC/MS Pos Early	C00213	HMDB604
compid_605	Lipid	Fatty Acid, Dicarboxylate	605	LC/MS Neg	C08277	HMDB605
compid_606	Amino Acid	Glycine, Serine and Threonine Metabolism	606	LC/MS Pos Early	C00065	HMDB606
compid_607	Amino Acid	Tryptophan Metabolism	607	LC/MS Pos Early	C00780	HMDB607
compid_608	Amino Acid	Polyamine Metabolism	608	LC/MS Pos Early	C00315	HMDB608
compid_609	Lipid	Sphingolipid Metabolism	609	LC/MS Pos Late	NA	NA
compid_610	Lipid	Sphingolipid Metabolism	610	LC/MS Pos Late	C00836	HMDB610
compid_611	Lipid	Sphingolipid Metabolism	611	LC/MS Pos Late	NA	HMDB611
compid_612	Lipid	Sphingolipid Metabolism	612	LC/MS Pos Late	NA	NA
compid_613	Lipid	Sphingolipid Metabolism	613	LC/MS Pos Late	NA	NA
compid_614	Lipid	Sphingolipid Metabolism	614	LC/MS Pos Late	NA	NA
compid_615	Lipid	Sphingolipid Metabolism	615	LC/MS Pos Late	NA	HMDB615
compid_616	Lipid	Sphingolipid Metabolism	616	LC/MS Pos Late	NA	NA
compid_617	Lipid	Sphingolipid Metabolism	617	LC/MS Pos Late	NA	HMDB617
compid_618	Lipid	Sphingolipid Metabolism	618	LC/MS Pos Late	NA	NA
compid_619	Lipid	Sphingolipid Metabolism	619	LC/MS Pos Late	NA	HMDB619
compid_620	Lipid	Sphingolipid Metabolism	620	LC/MS Pos Late	NA	NA
compid_621	Lipid	Sphingolipid Metabolism	621	LC/MS Pos Late	NA	HMDB621
compid_622	Lipid	Sphingolipid Metabolism	622	LC/MS Pos Late	NA	NA
compid_623	Lipid	Sphingolipid Metabolism	623	LC/MS Pos Late	NA	NA
compid_624	Lipid	Sphingolipid Metabolism	624	LC/MS Pos Late	NA	NA
compid_625	Lipid	Sphingolipid Metabolism	625	LC/MS Pos Late	NA	HMDB625
compid_626	Lipid	Sphingolipid Metabolism	626	LC/MS Pos Late	NA	NA
compid_627	Lipid	Sphingolipid Metabolism	627	LC/MS Pos Late	NA	HMDB627
compid_628	Lipid	Sphingolipid Metabolism	628	LC/MS Pos Late	NA	NA
compid_629	Lipid	Sphingolipid Metabolism	629	LC/MS Pos Late	NA	NA
compid_630	Lipid	Sphingolipid Metabolism	630	LC/MS Pos Late	NA	NA
compid_631	Lipid	Sphingolipid Metabolism	631	LC/MS Pos Late	NA	NA
compid_632	Lipid	Sphingolipid Metabolism	632	LC/MS Pos Late	NA	NA
compid_633	Lipid	Sphingolipid Metabolism	633	LC/MS Pos Late	NA	NA
compid_634	Lipid	Sphingolipid Metabolism	634	LC/MS Pos Late	NA	NA
compid_635	Lipid	Sphingolipid Metabolism	635	LC/MS Pos Late	NA	NA
compid_636	Lipid	Sphingolipid Metabolism	636	LC/MS Pos Late	NA	NA
compid_637	Lipid	Sphingolipid Metabolism	637	LC/MS Pos Late	C00319	HMDB637
compid_638	Lipid	Sphingolipid Metabolism	638	LC/MS Pos Late	C06124	HMDB638
compid_639	Lipid	Long Chain Fatty Acid	639	LC/MS Neg	C01530	HMDB639
compid_640	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	640	LC/MS Neg	C16300	HMDB640
compid_641	Lipid	Sphingolipid Metabolism	641	LC/MS Pos Late	C00550	HMDB641
compid_642	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	642	LC/MS Pos Late	NA	HMDB642
compid_643	Lipid	Fatty Acid Metabolism (Acyl Choline)	643	LC/MS Pos Late	NA	NA
compid_644	Lipid	Fatty Acid, Dicarboxylate	644	LC/MS Polar	C08278	HMDB644
compid_645	Energy	TCA Cycle	645	LC/MS Pos Early	C00042	HMDB645
compid_646	Energy	TCA Cycle	646	LC/MS Pos Early	NA	HMDB646
compid_647	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	647	LC/MS Pos Early	C00245	HMDB647
compid_648	Lipid	Primary Bile Acid Metabolism	648	LC/MS Neg	C05465	HMDB648
compid_649	Lipid	Primary Bile Acid Metabolism	649	LC/MS Neg	C05122	HMDB649
compid_650	Lipid	Secondary Bile Acid Metabolism	650	LC/MS Neg	NA	NA
compid_651	Lipid	Secondary Bile Acid Metabolism	651	LC/MS Neg	C05463	HMDB651
compid_652	Lipid	Secondary Bile Acid Metabolism	652	LC/MS Neg	C03642	HMDB652
compid_653	Lipid	Fatty Acid, Dicarboxylate	653	LC/MS Neg	NA	HMDB653
compid_654	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	654	LC/MS Polar	C01620	HMDB654
compid_655	Amino Acid	Glycine, Serine and Threonine Metabolism	655	LC/MS Pos Early	C00188	HMDB655
compid_656	Peptide	Dipeptide	656	LC/MS Neg	NA	HMDB656
compid_657	Amino Acid	Tyrosine Metabolism	657	LC/MS Neg	C01829	HMDB657
compid_658	Amino Acid	Leucine, Isoleucine and Valine Metabolism	658	LC/MS Pos Early	NA	HMDB658
compid_659	Amino Acid	Urea cycle; Arginine and Proline Metabolism	659	LC/MS Pos Early	C01157	HMDB659
compid_660	Amino Acid	Histidine Metabolism	660	LC/MS Pos Early	C00785	HMDB660
compid_661	Lipid	Sphingolipid Metabolism	661	LC/MS Pos Late	NA	HMDB661
compid_662	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	662	LC/MS Pos Early	C01004	HMDB662
compid_663	Lipid	Phospholipid Metabolism	663	LC/MS Pos Early	C01104	HMDB663
compid_664	Amino Acid	Tryptophan Metabolism	664	LC/MS Pos Early	C00078	HMDB664
compid_665	Amino Acid	Tryptophan Metabolism	665	LC/MS Pos Early	C09213	HMDB665
compid_666	Amino Acid	Tyrosine Metabolism	666	LC/MS Neg	NA	HMDB666
compid_667	Amino Acid	Tyrosine Metabolism	667	LC/MS Pos Early	C00082	HMDB667
compid_668	Lipid	Fatty Acid, Dicarboxylate	668	LC/MS Neg	NA	HMDB668
compid_669	Lipid	Medium Chain Fatty Acid	669	LC/MS Neg	C17715	HMDB669
compid_670	Nucleotide	Pyrimidine Metabolism, Uracil containing	670	LC/MS Polar	C00106	HMDB670
compid_671	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	671	LC/MS Neg	C00366	HMDB671
compid_672	Amino Acid	Urea cycle; Arginine and Proline Metabolism	672	LC/MS Pos Early	C00086	HMDB672
compid_673	Nucleotide	Pyrimidine Metabolism, Uracil containing	673	LC/MS Neg	C00299	HMDB673
compid_674	Lipid	Secondary Bile Acid Metabolism	674	LC/MS Neg	C07880	HMDB674
compid_675	Amino Acid	Leucine, Isoleucine and Valine Metabolism	675	LC/MS Pos Early	C00183	HMDB675
compid_676	Amino Acid	Tyrosine Metabolism	676	LC/MS Neg	NA	HMDB676
compid_677	Amino Acid	Tyrosine Metabolism	677	LC/MS Neg	C05584	HMDB677
compid_678	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	678	LC/MS Polar	C00385	HMDB678
compid_679	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	679	LC/MS Neg	C01762	HMDB679
compid_680	Amino Acid	Tryptophan Metabolism	680	LC/MS Neg	C02470	HMDB680
compid_681	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	681	LC/MS Pos Late	NA	NA
compid_682	Carbohydrate	Pentose Metabolism	682	LC/MS Polar	C00181	HMDB682
compid_683	NA	NA	683	LC/MS Neg	NA	NA
compid_684	NA	NA	684	LC/MS Pos Late	NA	NA
compid_685	NA	NA	685	LC/MS Neg	NA	NA
compid_686	NA	NA	686	LC/MS Neg	NA	NA
compid_687	NA	NA	687	LC/MS Neg	NA	NA
compid_688	NA	NA	688	LC/MS Neg	NA	NA
compid_689	NA	NA	689	LC/MS Neg	NA	NA
compid_690	NA	NA	690	LC/MS Neg	NA	NA
compid_691	NA	NA	691	LC/MS Neg	NA	NA
compid_692	NA	NA	692	LC/MS Neg	NA	NA
compid_693	NA	NA	693	LC/MS Neg	NA	NA
compid_694	NA	NA	694	LC/MS Neg	NA	NA
compid_695	NA	NA	695	LC/MS Neg	NA	NA
compid_696	NA	NA	696	LC/MS Neg	NA	NA
compid_697	NA	NA	697	LC/MS Neg	NA	NA
compid_698	NA	NA	698	LC/MS Neg	NA	NA
compid_699	NA	NA	699	LC/MS Neg	NA	NA
compid_700	NA	NA	700	LC/MS Neg	NA	NA
compid_701	NA	NA	701	LC/MS Neg	NA	NA
compid_702	NA	NA	702	LC/MS Neg	NA	NA
compid_703	NA	NA	703	LC/MS Neg	NA	NA
compid_704	NA	NA	704	LC/MS Pos Early	NA	NA
compid_705	NA	NA	705	LC/MS Pos Early	NA	NA
compid_706	NA	NA	706	LC/MS Pos Early	NA	NA
compid_707	NA	NA	707	LC/MS Neg	NA	NA
compid_708	NA	NA	708	LC/MS Neg	NA	NA
compid_709	NA	NA	709	LC/MS Neg	NA	NA
compid_710	NA	NA	710	LC/MS Neg	NA	NA
compid_711	NA	NA	711	LC/MS Neg	NA	NA
compid_712	NA	NA	712	LC/MS Neg	NA	NA
compid_713	NA	NA	713	LC/MS Neg	NA	NA
compid_714	NA	NA	714	LC/MS Neg	NA	NA
compid_715	NA	NA	715	LC/MS Neg	NA	NA
compid_716	NA	NA	716	LC/MS Pos Early	NA	NA
compid_717	NA	NA	717	LC/MS Pos Early	NA	NA
compid_718	NA	NA	718	LC/MS Pos Early	NA	NA
compid_719	NA	NA	719	LC/MS Pos Early	NA	NA
compid_720	NA	NA	720	LC/MS Neg	NA	NA
compid_721	NA	NA	721	LC/MS Pos Early	NA	NA
compid_722	NA	NA	722	LC/MS Pos Early	NA	NA
compid_723	NA	NA	723	LC/MS Neg	NA	NA
compid_724	NA	NA	724	LC/MS Pos Early	NA	NA
compid_725	NA	NA	725	LC/MS Neg	NA	NA
compid_726	NA	NA	726	LC/MS Neg	NA	NA
compid_727	NA	NA	727	LC/MS Neg	NA	NA
compid_728	NA	NA	728	LC/MS Neg	NA	NA
compid_729	NA	NA	729	LC/MS Neg	NA	NA
compid_730	NA	NA	730	LC/MS Pos Early	NA	NA
compid_731	NA	NA	731	LC/MS Neg	NA	NA
compid_732	NA	NA	732	LC/MS Neg	NA	NA
compid_733	NA	NA	733	LC/MS Neg	NA	NA
compid_734	NA	NA	734	LC/MS Neg	NA	NA
compid_735	NA	NA	735	LC/MS Pos Late	NA	NA
compid_736	NA	NA	736	LC/MS Pos Early	NA	NA
compid_737	NA	NA	737	LC/MS Neg	NA	NA
compid_738	NA	NA	738	LC/MS Neg	NA	NA
compid_739	NA	NA	739	LC/MS Neg	NA	NA
compid_740	NA	NA	740	LC/MS Pos Early	NA	NA
compid_741	NA	NA	741	LC/MS Pos Early	NA	NA
compid_742	NA	NA	742	LC/MS Neg	NA	NA
compid_743	NA	NA	743	LC/MS Neg	NA	NA
compid_744	NA	NA	744	LC/MS Neg	NA	NA
compid_745	NA	NA	745	LC/MS Pos Early	NA	NA
compid_746	NA	NA	746	LC/MS Neg	NA	NA
compid_747	NA	NA	747	LC/MS Neg	NA	NA
compid_748	NA	NA	748	LC/MS Neg	NA	NA
compid_749	NA	NA	749	LC/MS Neg	NA	NA
compid_750	NA	NA	750	LC/MS Neg	NA	NA
compid_751	NA	NA	751	LC/MS Neg	NA	NA
compid_752	NA	NA	752	LC/MS Neg	NA	NA
compid_753	NA	NA	753	LC/MS Neg	NA	NA
compid_754	NA	NA	754	LC/MS Neg	NA	NA
compid_755	NA	NA	755	LC/MS Pos Late	NA	NA
compid_756	NA	NA	756	LC/MS Pos Early	NA	NA
compid_757	NA	NA	757	LC/MS Neg	NA	NA
compid_758	NA	NA	758	LC/MS Neg	NA	NA
compid_759	NA	NA	759	LC/MS Neg	NA	NA
compid_760	NA	NA	760	LC/MS Neg	NA	NA
compid_761	NA	NA	761	LC/MS Neg	NA	NA
compid_762	NA	NA	762	LC/MS Pos Early	NA	NA
compid_763	NA	NA	763	LC/MS Neg	NA	NA
compid_764	NA	NA	764	LC/MS Neg	NA	NA
compid_765	NA	NA	765	LC/MS Pos Early	NA	NA
compid_766	NA	NA	766	LC/MS Neg	NA	NA
compid_767	NA	NA	767	LC/MS Neg	NA	NA
compid_768	NA	NA	768	LC/MS Pos Early	NA	NA
compid_769	NA	NA	769	LC/MS Neg	NA	NA
compid_770	NA	NA	770	LC/MS Neg	NA	NA
compid_771	NA	NA	771	LC/MS Pos Early	NA	NA
compid_772	NA	NA	772	LC/MS Pos Late	NA	NA
compid_773	NA	NA	773	LC/MS Neg	NA	NA
compid_774	NA	NA	774	LC/MS Neg	NA	NA
compid_775	NA	NA	775	LC/MS Neg	NA	NA
compid_776	NA	NA	776	LC/MS Neg	NA	NA
compid_777	NA	NA	777	LC/MS Pos Early	NA	NA
compid_778	NA	NA	778	LC/MS Neg	NA	NA
compid_779	NA	NA	779	LC/MS Neg	NA	NA
compid_780	NA	NA	780	LC/MS Neg	NA	NA
compid_781	NA	NA	781	LC/MS Pos Early	NA	NA
compid_782	NA	NA	782	LC/MS Neg	NA	NA
compid_783	NA	NA	783	LC/MS Pos Early	NA	NA
compid_784	NA	NA	784	LC/MS Neg	NA	NA
compid_785	NA	NA	785	LC/MS Neg	NA	NA
compid_786	NA	NA	786	LC/MS Neg	NA	NA
compid_787	NA	NA	787	LC/MS Neg	NA	NA
compid_788	NA	NA	788	LC/MS Neg	NA	NA
compid_789	NA	NA	789	LC/MS Neg	NA	NA
compid_790	NA	NA	790	LC/MS Neg	NA	NA
compid_791	NA	NA	791	LC/MS Neg	NA	NA
compid_792	NA	NA	792	LC/MS Neg	NA	NA
compid_793	NA	NA	793	LC/MS Neg	NA	NA
compid_794	NA	NA	794	LC/MS Neg	NA	NA
compid_795	NA	NA	795	LC/MS Neg	NA	NA
compid_796	NA	NA	796	LC/MS Pos Early	NA	NA
compid_797	NA	NA	797	LC/MS Neg	NA	NA
compid_798	NA	NA	798	LC/MS Pos Late	NA	NA
compid_799	NA	NA	799	LC/MS Pos Late	NA	NA
compid_800	NA	NA	800	LC/MS Neg	NA	NA
compid_801	NA	NA	801	LC/MS Neg	NA	NA
compid_802	NA	NA	802	LC/MS Neg	NA	NA
compid_803	NA	NA	803	LC/MS Neg	NA	NA
compid_804	NA	NA	804	LC/MS Neg	NA	NA
compid_805	NA	NA	805	LC/MS Neg	NA	NA
compid_806	NA	NA	806	LC/MS Neg	NA	NA
compid_807	NA	NA	807	LC/MS Neg	NA	NA
compid_808	NA	NA	808	LC/MS Neg	NA	NA
compid_809	NA	NA	809	LC/MS Neg	NA	NA
compid_810	NA	NA	810	LC/MS Neg	NA	NA
compid_811	NA	NA	811	LC/MS Neg	NA	NA
compid_812	NA	NA	812	LC/MS Neg	NA	NA
compid_813	NA	NA	813	LC/MS Neg	NA	NA
compid_814	NA	NA	814	LC/MS Neg	NA	NA
compid_815	NA	NA	815	LC/MS Neg	NA	NA
compid_816	NA	NA	816	LC/MS Neg	NA	NA
compid_817	NA	NA	817	LC/MS Neg	NA	NA
compid_818	NA	NA	818	LC/MS Neg	NA	NA
compid_819	NA	NA	819	LC/MS Neg	NA	NA
compid_820	NA	NA	820	LC/MS Neg	NA	NA
compid_821	NA	NA	821	LC/MS Neg	NA	NA
compid_822	NA	NA	822	LC/MS Neg	NA	NA
compid_823	NA	NA	823	LC/MS Neg	NA	NA
compid_824	NA	NA	824	LC/MS Neg	NA	NA
compid_825	NA	NA	825	LC/MS Neg	NA	NA
compid_826	NA	NA	826	LC/MS Neg	NA	NA
compid_827	NA	NA	827	LC/MS Neg	NA	NA
compid_828	NA	NA	828	LC/MS Neg	NA	NA
compid_829	NA	NA	829	LC/MS Neg	NA	NA
compid_830	NA	NA	830	LC/MS Neg	NA	NA
compid_831	NA	NA	831	LC/MS Neg	NA	NA
compid_832	NA	NA	832	LC/MS Neg	NA	NA
compid_833	NA	NA	833	LC/MS Neg	NA	NA
compid_834	NA	NA	834	LC/MS Neg	NA	NA
compid_835	NA	NA	835	LC/MS Neg	NA	NA
compid_836	NA	NA	836	LC/MS Neg	NA	NA
compid_837	NA	NA	837	LC/MS Neg	NA	NA
compid_838	NA	NA	838	LC/MS Neg	NA	NA
compid_839	NA	NA	839	LC/MS Neg	NA	NA
compid_840	NA	NA	840	LC/MS Neg	NA	NA
compid_841	NA	NA	841	LC/MS Neg	NA	NA
compid_842	NA	NA	842	LC/MS Neg	NA	NA
compid_843	NA	NA	843	LC/MS Neg	NA	NA
compid_844	NA	NA	844	LC/MS Neg	NA	NA
compid_845	NA	NA	845	LC/MS Neg	NA	NA
compid_846	NA	NA	846	LC/MS Neg	NA	NA
compid_847	NA	NA	847	LC/MS Neg	NA	NA
compid_848	NA	NA	848	LC/MS Neg	NA	NA
compid_849	NA	NA	849	LC/MS Neg	NA	NA
compid_850	NA	NA	850	LC/MS Neg	NA	NA
compid_851	NA	NA	851	LC/MS Neg	NA	NA
compid_852	NA	NA	852	LC/MS Neg	NA	NA
compid_853	NA	NA	853	LC/MS Neg	NA	NA
compid_854	NA	NA	854	LC/MS Neg	NA	NA
compid_855	NA	NA	855	LC/MS Neg	NA	NA
compid_856	NA	NA	856	LC/MS Neg	NA	NA
compid_857	NA	NA	857	LC/MS Neg	NA	NA
compid_858	NA	NA	858	LC/MS Pos Early	NA	NA
compid_859	NA	NA	859	LC/MS Pos Early	NA	NA
compid_860	NA	NA	860	LC/MS Neg	NA	NA
compid_861	NA	NA	861	LC/MS Neg	NA	NA
compid_862	NA	NA	862	LC/MS Neg	NA	NA
compid_863	NA	NA	863	LC/MS Neg	NA	NA
compid_864	NA	NA	864	LC/MS Neg	NA	NA
compid_865	NA	NA	865	LC/MS Neg	NA	NA
compid_866	NA	NA	866	LC/MS Neg	NA	NA
compid_867	NA	NA	867	LC/MS Neg	NA	NA
compid_868	NA	NA	868	LC/MS Neg	NA	NA
compid_869	NA	NA	869	LC/MS Pos Early	NA	NA
compid_870	NA	NA	870	LC/MS Pos Early	NA	NA
compid_871	NA	NA	871	LC/MS Pos Early	NA	NA
compid_872	NA	NA	872	LC/MS Pos Early	NA	NA
compid_873	NA	NA	873	LC/MS Pos Early	NA	NA
compid_874	NA	NA	874	LC/MS Pos Late	NA	NA
compid_875	NA	NA	875	LC/MS Pos Early	NA	NA
compid_876	NA	NA	876	LC/MS Pos Early	NA	NA
compid_877	NA	NA	877	LC/MS Pos Early	NA	NA
compid_878	NA	NA	878	LC/MS Pos Late	NA	NA
compid_879	NA	NA	879	LC/MS Pos Late	NA	NA
compid_880	NA	NA	880	LC/MS Pos Early	NA	NA
compid_881	NA	NA	881	LC/MS Pos Early	NA	NA
compid_882	NA	NA	882	LC/MS Pos Late	NA	NA
compid_883	NA	NA	883	LC/MS Neg	NA	NA
compid_884	NA	NA	884	LC/MS Pos Early	NA	NA
compid_885	NA	NA	885	LC/MS Pos Late	NA	NA
compid_886	NA	NA	886	LC/MS Pos Early	NA	NA
compid_887	NA	NA	887	LC/MS Neg	NA	NA
compid_888	NA	NA	888	LC/MS Neg	NA	NA
compid_889	NA	NA	889	LC/MS Neg	NA	NA
compid_890	NA	NA	890	LC/MS Neg	NA	NA
compid_891	NA	NA	891	LC/MS Pos Early	NA	NA
compid_892	NA	NA	892	LC/MS Pos Early	NA	NA
compid_893	NA	NA	893	LC/MS Pos Early	NA	NA
compid_894	NA	NA	894	LC/MS Neg	NA	NA
compid_895	NA	NA	895	LC/MS Pos Early	NA	NA
compid_896	NA	NA	896	LC/MS Pos Early	NA	NA
compid_897	NA	NA	897	LC/MS Pos Early	NA	NA
compid_898	NA	NA	898	LC/MS Pos Early	NA	NA
compid_899	NA	NA	899	LC/MS Pos Early	NA	NA
compid_900	NA	NA	900	LC/MS Pos Early	NA	NA
compid_901	NA	NA	901	LC/MS Pos Early	NA	NA
compid_902	NA	NA	902	LC/MS Pos Early	NA	NA
compid_903	NA	NA	903	LC/MS Pos Early	NA	NA
compid_904	NA	NA	904	LC/MS Neg	NA	NA
compid_905	NA	NA	905	LC/MS Neg	NA	NA
compid_906	NA	NA	906	LC/MS Pos Early	NA	NA
compid_907	NA	NA	907	LC/MS Pos Early	NA	NA
compid_908	NA	NA	908	LC/MS Pos Early	NA	NA
compid_909	NA	NA	909	LC/MS Neg	NA	NA
compid_910	NA	NA	910	LC/MS Neg	NA	NA
compid_911	NA	NA	911	LC/MS Neg	NA	NA
compid_912	NA	NA	912	LC/MS Neg	NA	NA
compid_913	NA	NA	913	LC/MS Neg	NA	NA
compid_914	NA	NA	914	LC/MS Neg	NA	NA
compid_915	NA	NA	915	LC/MS Neg	NA	NA
compid_916	NA	NA	916	LC/MS Neg	NA	NA
compid_917	NA	NA	917	LC/MS Pos Early	NA	NA
compid_918	NA	NA	918	LC/MS Pos Early	NA	NA
compid_919	NA	NA	919	LC/MS Pos Early	NA	NA
compid_920	NA	NA	920	LC/MS Pos Early	NA	NA
compid_921	NA	NA	921	LC/MS Pos Early	NA	NA
compid_922	NA	NA	922	LC/MS Pos Early	NA	NA
compid_923	NA	NA	923	LC/MS Neg	NA	NA
compid_924	NA	NA	924	LC/MS Neg	NA	NA
compid_925	NA	NA	925	LC/MS Neg	NA	NA
compid_926	NA	NA	926	LC/MS Pos Late	NA	NA
compid_927	NA	NA	927	LC/MS Neg	NA	NA
compid_928	NA	NA	928	LC/MS Neg	NA	NA
compid_929	NA	NA	929	LC/MS Neg	NA	NA
compid_930	NA	NA	930	LC/MS Neg	NA	NA
compid_931	NA	NA	931	LC/MS Neg	NA	NA
compid_932	NA	NA	932	LC/MS Neg	NA	NA
compid_933	NA	NA	933	LC/MS Pos Early	NA	NA
compid_934	NA	NA	934	LC/MS Pos Early	NA	NA
compid_935	NA	NA	935	LC/MS Pos Early	NA	NA
compid_936	Xenobiotics	Chemical	936	LC/MS Neg	NA	NA
compid_937	Xenobiotics	Xanthine Metabolism	937	LC/MS Neg	C16361	HMDB937
compid_938	Xenobiotics	Xanthine Metabolism	938	LC/MS Neg	NA	HMDB938
compid_939	Xenobiotics	Xanthine Metabolism	939	LC/MS Neg	C16356	HMDB939
compid_940	Xenobiotics	Xanthine Metabolism	940	LC/MS Pos Early	C16359	HMDB940
compid_941	Xenobiotics	Xanthine Metabolism	941	LC/MS Neg	C16358	HMDB941
compid_942	Xenobiotics	Bacterial/Fungal	942	LC/MS Neg	NA	NA
compid_943	Xenobiotics	Food Component/Plant	943	LC/MS Polar	C04039	HMDB943
compid_944	Xenobiotics	Drug - Analgesics, Anesthetics	944	LC/MS Neg	NA	NA
compid_945	Xenobiotics	Chemical	945	LC/MS Neg	NA	HMDB945
compid_946	Xenobiotics	Benzoate Metabolism	946	LC/MS Neg	NA	NA
compid_947	Xenobiotics	Drug - Analgesics, Anesthetics	947	LC/MS Neg	NA	NA
compid_948	Xenobiotics	Benzoate Metabolism	948	LC/MS Neg	C07588	HMDB948
compid_949	Xenobiotics	Drug - Analgesics, Anesthetics	949	LC/MS Neg	NA	NA
compid_950	Xenobiotics	Chemical	950	LC/MS Neg	NA	NA
compid_951	Xenobiotics	Food Component/Plant	951	LC/MS Neg	NA	HMDB951
compid_952	Xenobiotics	Food Component/Plant	952	LC/MS Pos Early	NA	HMDB952
compid_953	Xenobiotics	Food Component/Plant	953	LC/MS Neg	NA	NA
compid_954	Xenobiotics	Xanthine Metabolism	954	LC/MS Neg	C16360	HMDB954
compid_955	Xenobiotics	Benzoate Metabolism	955	LC/MS Neg	C11457	HMDB955
compid_956	Xenobiotics	Benzoate Metabolism	956	LC/MS Neg	NA	NA
compid_957	Xenobiotics	Benzoate Metabolism	957	LC/MS Neg	C01744	HMDB957
compid_958	Xenobiotics	Drug - Analgesics, Anesthetics	958	LC/MS Neg	NA	NA
compid_959	Xenobiotics	Chemical	959	LC/MS Neg	NA	NA
compid_960	Xenobiotics	Benzoate Metabolism	960	LC/MS Neg	C14386	NA
compid_961	Xenobiotics	Benzoate Metabolism	961	LC/MS Neg	NA	HMDB961
compid_962	Xenobiotics	Chemical	962	LC/MS Neg	NA	NA
compid_963	Xenobiotics	Benzoate Metabolism	963	LC/MS Neg	NA	NA
compid_964	Xenobiotics	Benzoate Metabolism	964	LC/MS Neg	NA	NA
compid_965	Xenobiotics	Benzoate Metabolism	965	LC/MS Neg	NA	NA
compid_966	Xenobiotics	Benzoate Metabolism	966	LC/MS Neg	NA	NA
compid_967	Xenobiotics	Xanthine Metabolism	967	LC/MS Neg	C16357	HMDB967
compid_968	Xenobiotics	Benzoate Metabolism	968	LC/MS Neg	C05629	HMDB968
compid_969	Xenobiotics	Chemical	969	LC/MS Neg	D03836	NA
compid_970	Xenobiotics	Drug - Analgesics, Anesthetics	970	LC/MS Neg	C06804	HMDB970
compid_971	Xenobiotics	Drug - Analgesics, Anesthetics	971	LC/MS Neg	NA	HMDB971
compid_972	Xenobiotics	Drug - Analgesics, Anesthetics	972	LC/MS Neg	C06804	HMDB972
compid_973	Xenobiotics	Benzoate Metabolism	973	LC/MS Neg	NA	NA
compid_974	Xenobiotics	Food Component/Plant	974	LC/MS Neg	NA	NA
compid_975	Xenobiotics	Benzoate Metabolism	975	LC/MS Neg	C13637	NA
compid_976	Xenobiotics	Benzoate Metabolism	976	LC/MS Neg	C00156	HMDB976
compid_977	Xenobiotics	Chemical	977	LC/MS Neg	NA	NA
compid_978	Xenobiotics	Drug - Cardiovascular	978	LC/MS Neg	C20414	NA
compid_979	Xenobiotics	Benzoate Metabolism	979	LC/MS Neg	NA	HMDB979
compid_980	Xenobiotics	Benzoate Metabolism	980	LC/MS Neg	NA	NA
compid_981	Xenobiotics	Benzoate Metabolism	981	LC/MS Neg	NA	NA
compid_982	Xenobiotics	Food Component/Plant	982	LC/MS Neg	NA	NA
compid_983	Xenobiotics	Benzoate Metabolism	983	LC/MS Neg	C05627	HMDB983
compid_984	Xenobiotics	Xanthine Metabolism	984	LC/MS Polar	C16366	HMDB984
compid_985	Xenobiotics	Chemical	985	LC/MS Neg	NA	NA
compid_986	Xenobiotics	Xanthine Metabolism	986	LC/MS Pos Early	C16355	HMDB986
compid_987	Xenobiotics	Xanthine Metabolism	987	LC/MS Pos Early	C16353	HMDB987
compid_988	Xenobiotics	Food Component/Plant	988	LC/MS Neg	NA	HMDB988
compid_989	Xenobiotics	Food Component/Plant	989	LC/MS Pos Early	C08265	HMDB989
compid_990	Xenobiotics	Benzoate Metabolism	990	LC/MS Neg	C00180	HMDB990
compid_991	Xenobiotics	Chemical	991	LC/MS Pos Early	NA	NA
compid_992	Xenobiotics	Xanthine Metabolism	992	LC/MS Polar	NA	HMDB992
compid_993	Xenobiotics	Xanthine Metabolism	993	LC/MS Pos Early	C07481	HMDB993
compid_994	Xenobiotics	Benzoate Metabolism	994	LC/MS Neg	NA	HMDB994
compid_995	Xenobiotics	Food Component/Plant	995	LC/MS Neg	NA	HMDB995
compid_996	Xenobiotics	Tobacco Metabolite	996	LC/MS Pos Early	NA	HMDB996
compid_997	Xenobiotics	Food Component/Plant	997	LC/MS Neg	NA	HMDB997
compid_998	Xenobiotics	Food Component/Plant	998	LC/MS Neg	NA	NA
compid_999	Xenobiotics	Food Component/Plant	999	LC/MS Neg	NA	NA
compid_1000	Xenobiotics	Chemical	1000	LC/MS Pos Early	C11142	HMDB1000
compid_1001	Xenobiotics	Chemical	1001	LC/MS Pos Early	C06231	NA
