SampleID	Index	OlinkID	UniProt	Assay	MissingFreq	Panel	Panel_Version	PlateID	QC_Warning	LOD	NPX	Normalization
Sample_00014	4514	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.77	Intensity Normalized (v.2)
Sample_00015	4515	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.65	Intensity Normalized (v.2)
Sample_00016	4516	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.71	Intensity Normalized (v.2)
Sample_00017	4517	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.57	Intensity Normalized (v.2)
Sample_00018	4518	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.38	Intensity Normalized (v.2)
Sample_00019	4519	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.43	Intensity Normalized (v.2)
Sample_00020	4520	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.77	Intensity Normalized (v.2)
Sample_00021	4521	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.16	Intensity Normalized (v.2)
Sample_00022	4522	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.93	Intensity Normalized (v.2)
Sample_00023	4523	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.94	Intensity Normalized (v.2)
Sample_00024	4524	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.68	Intensity Normalized (v.2)
Sample_00025	4525	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.16	Intensity Normalized (v.2)
Sample_00026	4526	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.04	Intensity Normalized (v.2)
Sample_00027	4527	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.53	Intensity Normalized (v.2)
Sample_00028	4528	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.28	Intensity Normalized (v.2)
Sample_00029	4529	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.58	Intensity Normalized (v.2)
Sample_00030	4530	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.78	Intensity Normalized (v.2)
Sample_00031	4531	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.6	Intensity Normalized (v.2)
Sample_00032	4532	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.41	Intensity Normalized (v.2)
Sample_00033	4533	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.77	Intensity Normalized (v.2)
Sample_00034	4534	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.72	Intensity Normalized (v.2)
Sample_00035	4535	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.06	Intensity Normalized (v.2)
Sample_00036	4536	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.77	Intensity Normalized (v.2)
Sample_00037	4537	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.69	Intensity Normalized (v.2)
Sample_00038	4538	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.7	Intensity Normalized (v.2)
Sample_00039	4539	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.14	Intensity Normalized (v.2)
Sample_00040	4540	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.08	Intensity Normalized (v.2)
Sample_00041	4541	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.49	Intensity Normalized (v.2)
Sample_00042	4542	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.29	Intensity Normalized (v.2)
Sample_00043	4543	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.12	Intensity Normalized (v.2)
Sample_00044	4544	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.95	Intensity Normalized (v.2)
Sample_00045	4545	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.21	Intensity Normalized (v.2)
Sample_00046	4546	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.21	Intensity Normalized (v.2)
Sample_00047	4547	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6	Intensity Normalized (v.2)
Sample_00048	4548	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.17	Intensity Normalized (v.2)
Sample_00049	4549	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.81	Intensity Normalized (v.2)
Sample_00050	4550	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.2	Intensity Normalized (v.2)
Sample_00051	4551	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.01	Intensity Normalized (v.2)
Sample_00052	4552	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.47	Intensity Normalized (v.2)
Sample_00053	4553	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.67	Intensity Normalized (v.2)
Sample_00054	4554	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.04	Intensity Normalized (v.2)
Sample_00055	4555	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.85	Intensity Normalized (v.2)
Sample_00056	4556	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.6	Intensity Normalized (v.2)
Sample_00057	4557	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.57	Intensity Normalized (v.2)
Sample_00058	4558	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.14	Intensity Normalized (v.2)
Sample_00059	4559	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.8	Intensity Normalized (v.2)
Sample_00060	4560	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.79	Intensity Normalized (v.2)
Sample_00061	4561	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.96	Intensity Normalized (v.2)
Sample_00062	4562	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.45	Intensity Normalized (v.2)
Sample_00063	4563	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.38	Intensity Normalized (v.2)
Sample_00064	4564	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.03	Intensity Normalized (v.2)
Sample_00065	4565	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.22	Intensity Normalized (v.2)
Sample_00066	4566	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.54	Intensity Normalized (v.2)
Sample_00067	4567	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.35	Intensity Normalized (v.2)
Sample_00068	4568	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.43	Intensity Normalized (v.2)
Sample_00069	4569	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.25	Intensity Normalized (v.2)
Sample_00070	4570	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.59	Intensity Normalized (v.2)
Sample_00071	4571	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.43	Intensity Normalized (v.2)
Sample_00072	4572	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.09	Intensity Normalized (v.2)
Sample_00073	4573	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.16	Intensity Normalized (v.2)
Sample_00074	4574	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.31	Intensity Normalized (v.2)
Sample_00075	4575	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.38	Intensity Normalized (v.2)
Sample_00076	4576	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.35	Intensity Normalized (v.2)
Sample_00077	4577	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.09	Intensity Normalized (v.2)
Sample_00078	4578	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.7	Intensity Normalized (v.2)
Sample_00079	4579	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.73	Intensity Normalized (v.2)
Sample_00080	4580	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.77	Intensity Normalized (v.2)
Sample_00081	4581	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.68	Intensity Normalized (v.2)
Sample_00082	4582	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.7	Intensity Normalized (v.2)
Sample_00083	4583	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.23	Intensity Normalized (v.2)
Sample_00084	4584	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.92	Intensity Normalized (v.2)
Sample_00085	4585	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.03	Intensity Normalized (v.2)
Sample_00086	4586	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.7	Intensity Normalized (v.2)
Sample_00087	4587	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.89	Intensity Normalized (v.2)
Sample_00088	4588	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.22	Intensity Normalized (v.2)
Sample_00089	4589	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.94	Intensity Normalized (v.2)
Sample_00090	4590	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.46	Intensity Normalized (v.2)
CONTROL_0001	4591	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.62	Intensity Normalized (v.2)
CONTROL_0002	4592	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.84	Intensity Normalized (v.2)
CONTROL_0003	4593	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.08	Intensity Normalized (v.2)
CONTROL_0004	4594	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.96	Intensity Normalized (v.2)
CONTROL_0005	4595	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.71	Intensity Normalized (v.2)
Empty well_01	4596	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.81	Intensity Normalized (v.2)
Empty well_02	4597	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.26	Intensity Normalized (v.2)
Empty well_03	4598	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.11	Intensity Normalized (v.2)
Empty well_04	4599	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.03	Intensity Normalized (v.2)
Empty well_05	4600	OID00046	P80379	Protein_46	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.54	Intensity Normalized (v.2)
Sample_00001	4601	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.15	Intensity Normalized (v.2)
Sample_00002	4602	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.44	Intensity Normalized (v.2)
Sample_00003	4603	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.11	Intensity Normalized (v.2)
Sample_00004	4604	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.19	Intensity Normalized (v.2)
Sample_00005	4605	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.21	Intensity Normalized (v.2)
Sample_00006	4606	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.74	Intensity Normalized (v.2)
Sample_00007	4607	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.6	Intensity Normalized (v.2)
Sample_00008	4608	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.66	Intensity Normalized (v.2)
Sample_00009	4609	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.2	Intensity Normalized (v.2)
Sample_00010	4610	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.81	Intensity Normalized (v.2)
Sample_00011	4611	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.15	Intensity Normalized (v.2)
Sample_00012	4612	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.61	Intensity Normalized (v.2)
Sample_00013	4613	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.33	Intensity Normalized (v.2)
Sample_00014	4614	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.62	Intensity Normalized (v.2)
Sample_00015	4615	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.15	Intensity Normalized (v.2)
Sample_00016	4616	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.65	Intensity Normalized (v.2)
Sample_00017	4617	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.45	Intensity Normalized (v.2)
Sample_00018	4618	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.47	Intensity Normalized (v.2)
Sample_00019	4619	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.79	Intensity Normalized (v.2)
Sample_00020	4620	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.97	Intensity Normalized (v.2)
Sample_00021	4621	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.84	Intensity Normalized (v.2)
Sample_00022	4622	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.17	Intensity Normalized (v.2)
Sample_00023	4623	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.23	Intensity Normalized (v.2)
Sample_00024	4624	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.67	Intensity Normalized (v.2)
Sample_00025	4625	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.7	Intensity Normalized (v.2)
Sample_00026	4626	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.86	Intensity Normalized (v.2)
Sample_00027	4627	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.05	Intensity Normalized (v.2)
Sample_00028	4628	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.59	Intensity Normalized (v.2)
Sample_00029	4629	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.31	Intensity Normalized (v.2)
Sample_00030	4630	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.41	Intensity Normalized (v.2)
Sample_00031	4631	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.33	Intensity Normalized (v.2)
Sample_00032	4632	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.43	Intensity Normalized (v.2)
Sample_00033	4633	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.57	Intensity Normalized (v.2)
Sample_00034	4634	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.6	Intensity Normalized (v.2)
Sample_00035	4635	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.16	Intensity Normalized (v.2)
Sample_00036	4636	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.11	Intensity Normalized (v.2)
Sample_00037	4637	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.3	Intensity Normalized (v.2)
Sample_00038	4638	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.86	Intensity Normalized (v.2)
Sample_00039	4639	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.01	Intensity Normalized (v.2)
Sample_00040	4640	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.9	Intensity Normalized (v.2)
Sample_00041	4641	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.29	Intensity Normalized (v.2)
Sample_00042	4642	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.34	Intensity Normalized (v.2)
Sample_00043	4643	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.18	Intensity Normalized (v.2)
Sample_00044	4644	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.04	Intensity Normalized (v.2)
Sample_00045	4645	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.44	Intensity Normalized (v.2)
Sample_00046	4646	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.11	Intensity Normalized (v.2)
Sample_00047	4647	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.34	Intensity Normalized (v.2)
Sample_00048	4648	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.62	Intensity Normalized (v.2)
Sample_00049	4649	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.28	Intensity Normalized (v.2)
Sample_00050	4650	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.51	Intensity Normalized (v.2)
Sample_00051	4651	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.22	Intensity Normalized (v.2)
Sample_00052	4652	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.36	Intensity Normalized (v.2)
Sample_00053	4653	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.64	Intensity Normalized (v.2)
Sample_00054	4654	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.8	Intensity Normalized (v.2)
Sample_00055	4655	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.13	Intensity Normalized (v.2)
Sample_00056	4656	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.8	Intensity Normalized (v.2)
Sample_00057	4657	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.07	Intensity Normalized (v.2)
Sample_00058	4658	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.93	Intensity Normalized (v.2)
Sample_00059	4659	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.91	Intensity Normalized (v.2)
Sample_00060	4660	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.15	Intensity Normalized (v.2)
Sample_00061	4661	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.06	Intensity Normalized (v.2)
Sample_00062	4662	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.34	Intensity Normalized (v.2)
Sample_00063	4663	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.58	Intensity Normalized (v.2)
Sample_00064	4664	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.65	Intensity Normalized (v.2)
Sample_00065	4665	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.87	Intensity Normalized (v.2)
Sample_00066	4666	OID00047	P67917	Protein_47	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.42	Intensity Normalized (v.2)
